User,Pub_number,Pub_info,Study_year_start,File_name,Var_type,Value_error,Yunits,Func_group,Genus,Species,Native_Status,Amount_warmed_C,Amount_warmed_type,Years_warmed,Latitude,Longitude,Max_lat_of_species,Year_round_warm,Site,Tissue_Type,Lichen_Moss_Type,Warmed_Mean,Warmed_Var,Warmed_N,Ambient_Mean,Ambient_Var,Ambient_N,Notes,Comments,To_Remove
KD,199,Chen_2021_Catena,1997,Pub199_Tbl1,Perc_cover,mean_SD,percent_relative,Total,,,,1.5,Annual_average,21,37.6,101.3167,,Yes,Shrubland,,,1.055,0.214,6,1.138,0.127,6,,,
KD,199,Chen_2021_Catena,1997,Pub199_Tbl1,Biomass_above,mean_SD,g,Total,,,,1.5,Annual_average,21,37.6,101.3167,,Yes,Grassland,Total,,92.561,35.351,6,53.655,21.408,6,,,
KD,199,Chen_2021_Catena,1997,Pub199_Tbl1,Biomass_above,mean_SD,g,Total,,,,1.5,Annual_average,21,37.6,101.3167,,Yes,Shrubland,Total,,138.494,55.285,6,99.174,27.535,6,,,
KD,201,Li_2021_FrontEarthSci,2018,Pub201_Fig1,Perc_cover,mean_SE,percent,Moss,Sphagnum,,,0.9,Annual_average,1.17,47.8333,1.9452,,Yes,,,,73.474,10.316,6,75.158,8.842,6,No. plots per treatment,n determined from text,
KD,201,Li_2021_FrontEarthSci,2018,Pub201_Fig1,Perc_cover,mean_SE,percent,Graminoid,,,,0.9,Annual_average,1.17,47.8333,1.9452,,Yes,,,,67.292,10.625,6,53.75,7.917,6,,,
KD,201,Li_2021_FrontEarthSci,2018,Pub201_Fig1,Perc_cover,mean_SE,percent,Shrub,,,,0.9,Annual_average,1.17,47.8333,1.9452,,Yes,,,,35.158,11.789,6,25.053,12,6,,,
KD,202,Li_2021_AgricForMeteorol,2006,Pub202_Tbl1,Perc_cover,mean_SE,percent,Lichen,,,,0.5,Annual_average,6,37.53333,105.0333,,Yes,,,,87.9,2.5,30,88.9,1.4,30,No. samples per treatment,n from table caption,
KD,202,Li_2021_AgricForMeteorol,2006,Pub202_Tbl1,Perc_cover,mean_SE,percent,Lichen,,,,1.5,Annual_average,6,37.53333,105.0333,,Yes,,,,88.3,2.3,30,88.9,1.4,30,,,
KD,202,Li_2021_AgricForMeteorol,2006,Pub202_Tbl1,Perc_cover,mean_SE,percent,Lichen,,,,0.5,Annual_average,10,37.53333,105.0333,,Yes,,,,87.1,2,30,89.6,1.6,30,,,
KD,202,Li_2021_AgricForMeteorol,2006,Pub202_Tbl1,Perc_cover,mean_SE,percent,Lichen,,,,1.5,Annual_average,10,37.53333,105.0333,,Yes,,,,88.4,1.7,30,89.6,1.6,30,,,
KD,202,Li_2021_AgricForMeteorol,2006,Pub202_Tbl1,Perc_cover,mean_SE,percent,Lichen,,,,0.5,Annual_average,12,37.53333,105.0333,,Yes,,,,86.8,1.6,30,90.6,1.2,30,,,
KD,202,Li_2021_AgricForMeteorol,2006,Pub202_Tbl1,Perc_cover,mean_SE,percent,Lichen,,,,1.5,Annual_average,12,37.53333,105.0333,,Yes,,,,86.7,2.3,30,90.6,1.2,30,,,
KD,202,Li_2021_AgricForMeteorol,2006,Pub202_Tbl1,Perc_cover,mean_SE,percent,Moss,,,,0.5,Annual_average,6,37.53333,105.0333,,Yes,,,,80,4.4,30,89.2,1.9,30,,,
KD,202,Li_2021_AgricForMeteorol,2006,Pub202_Tbl1,Perc_cover,mean_SE,percent,Moss,,,,1.5,Annual_average,6,37.53333,105.0333,,Yes,,,,73.5,2.8,30,89.2,1.9,30,,,
KD,202,Li_2021_AgricForMeteorol,2006,Pub202_Tbl1,Perc_cover,mean_SE,percent,Moss,,,,0.5,Annual_average,10,37.53333,105.0333,,Yes,,,,72.1,4.8,30,90,1.7,30,,,
KD,202,Li_2021_AgricForMeteorol,2006,Pub202_Tbl1,Perc_cover,mean_SE,percent,Moss,,,,1.5,Annual_average,10,37.53333,105.0333,,Yes,,,,53.9,2.3,30,90,1.7,30,,,
KD,202,Li_2021_AgricForMeteorol,2006,Pub202_Tbl1,Perc_cover,mean_SE,percent,Moss,,,,0.5,Annual_average,12,37.53333,105.0333,,Yes,,,,71.6,2.4,30,91.3,1.7,30,,,
KD,202,Li_2021_AgricForMeteorol,2006,Pub202_Tbl1,Perc_cover,mean_SE,percent,Moss,,,,1.5,Annual_average,12,37.53333,105.0333,,Yes,,,,52.6,2.6,30,91.3,1.7,30,,,
KD,203,Chapman_2021_Ecology,2018,Pub203_Fig3,Height,mean_SE,cm,Ever_Tree,Avicennia,germinans,Native,0.5,Annual_average,0.5,30.10829,-81.366,32.53472,Yes,North,,,101.904,15.238,6,77.46,6.032,6,No. plots per treatment,n determined from text,
KD,203,Chapman_2021_Ecology,2018,Pub203_Fig3,Height,mean_SE,cm,Ever_Tree,Avicennia,germinans,Native,0.5,Annual_average,1,30.10829,-81.366,32.53472,Yes,North,,,107.936,15.556,6,76.508,4.762,6,,,
KD,203,Chapman_2021_Ecology,2018,Pub203_Fig3,Height,mean_SE,cm,Ever_Tree,Avicennia,germinans,Native,0.5,Annual_average,2,30.10829,-81.366,32.53472,Yes,North,,,110.793,19.683,6,81.904,8.571,6,,,
KD,203,Chapman_2021_Ecology,2018,Pub203_Fig3,Height,mean_SE,cm,Ever_Tree,Avicennia,germinans,Native,0.5,Annual_average,0.5,29.8391,-81.30254,32.53472,Yes,Middle,,,130.793,11.111,6,121.587,8.889,6,,,
KD,203,Chapman_2021_Ecology,2018,Pub203_Fig3,Height,mean_SE,cm,Ever_Tree,Avicennia,germinans,Native,0.5,Annual_average,1,29.8391,-81.30254,32.53472,Yes,Middle,,,144.444,15.238,6,123.492,8.254,6,,,
KD,203,Chapman_2021_Ecology,2018,Pub203_Fig3,Height,mean_SE,cm,Ever_Tree,Avicennia,germinans,Native,0.5,Annual_average,2,29.8391,-81.30254,32.53472,Yes,Middle,,,154.285,8.889,6,142.222,9.841,6,,,
KD,203,Chapman_2021_Ecology,2018,Pub203_Fig3,Height,mean_SE,cm,Ever_Tree,Avicennia,germinans,Native,0.5,Annual_average,0.5,29.73665,-81.24417,32.53472,Yes,South,,,126.031,4.762,6,126.349,6.984,6,,,
KD,203,Chapman_2021_Ecology,2018,Pub203_Fig3,Height,mean_SE,cm,Ever_Tree,Avicennia,germinans,Native,0.5,Annual_average,1,29.73665,-81.24417,32.53472,Yes,South,,,134.92,3.81,6,137.46,7.619,6,,,
KD,203,Chapman_2021_Ecology,2018,Pub203_Fig3,Height,mean_SE,cm,Ever_Tree,Avicennia,germinans,Native,0.5,Annual_average,2,29.73665,-81.24417,32.53472,Yes,South,,,140.952,5.714,6,139.682,4.762,6,,,
KD,203,Chapman_2021_Ecology,2018,Pub203_Fig4,Shoot_length,mean_SE,cm,Ever_Tree,Avicennia,germinans,Native,0.5,Annual_average,0.5,30.10829,-81.366,32.53472,Yes,North,,,130,34.286,6,72.143,5.714,6,,,
KD,203,Chapman_2021_Ecology,2018,Pub203_Fig4,Shoot_length,mean_SE,cm,Ever_Tree,Avicennia,germinans,Native,0.5,Annual_average,1,30.10829,-81.366,32.53472,Yes,North,,,184.286,46.429,6,91.429,7.143,6,,,
KD,203,Chapman_2021_Ecology,2018,Pub203_Fig4,Shoot_length,mean_SE,cm,Ever_Tree,Avicennia,germinans,Native,0.5,Annual_average,0.5,29.8391,-81.30254,32.53472,Yes,Middle,,,189.286,17.857,6,149.286,22.143,6,,,
KD,203,Chapman_2021_Ecology,2018,Pub203_Fig4,Shoot_length,mean_SE,cm,Ever_Tree,Avicennia,germinans,Native,0.5,Annual_average,1,29.8391,-81.30254,32.53472,Yes,Middle,,,251.429,55.714,6,207.857,30,6,,,
KD,203,Chapman_2021_Ecology,2018,Pub203_Fig4,Shoot_length,mean_SE,cm,Ever_Tree,Avicennia,germinans,Native,0.5,Annual_average,0.5,29.73665,-81.24417,32.53472,Yes,South,,,288.571,128.571,6,202.143,75.714,6,,,
KD,203,Chapman_2021_Ecology,2018,Pub203_Fig4,Shoot_length,mean_SE,cm,Ever_Tree,Avicennia,germinans,Native,0.5,Annual_average,1,29.73665,-81.24417,32.53472,Yes,South,,,389.286,177.857,6,278.571,81.429,6,,,
KD,204,Baggesen_2021_GlobChangBiol,1999,Pub204_Tbl1,Biomass_above,mean_SE,g,Graminoid,,,,3,GrowingSeason_average,18.083,68.35,18.81667,,No,,Total,,35,12.3,3,36,6.1,3,No. plots per treatment,n from table caption,
KD,204,Baggesen_2021_GlobChangBiol,1999,Pub204_Tbl1,Biomass_above,mean_SE,g,Forb,,,,3,GrowingSeason_average,18.083,68.35,18.81667,,No,,Total,,36,6.9,3,33,6.1,3,,,
KD,204,Baggesen_2021_GlobChangBiol,1999,Pub204_Tbl1,Biomass_above,mean_SE,g,Decid_Shrub,,,,3,GrowingSeason_average,18.083,68.35,18.81667,,No,,Total,,117,16.4,3,127,21.8,3,,,
KD,204,Baggesen_2021_GlobChangBiol,1999,Pub204_Tbl1,Biomass_above,mean_SE,g,Ever_Shrub,,,,3,GrowingSeason_average,18.083,68.35,18.81667,,No,,Total,,140,41,3,149,8.6,3,,,
KD,204,Baggesen_2021_GlobChangBiol,1999,Pub204_Tbl1,Biomass_above,mean_SE,g,Moss,,,,3,GrowingSeason_average,18.083,68.35,18.81667,,No,,Total,,179,45.7,3,72,12.5,3,,,
KD,204,Baggesen_2021_GlobChangBiol,1999,Pub204_Tbl1,Biomass_above,mean_SE,g,Lichen,,,,3,GrowingSeason_average,18.083,68.35,18.81667,,No,,Total,,15,3.5,3,27,11.8,3,,,
KD,205,Yan_2021_GlobChangBiol,2018,Pub205_Fig3,Phen_senes,mean_SE,julian_date,Ever_Tree,Larix,gmelinii,Native,0.84,GrowingSeason_average,0.42,42.41205,117.2474,73.05524,Yes,,,,274.826,0.814,6,267.907,1.105,6,No. plots per treatment,n from figure caption,
KD,205,Yan_2021_GlobChangBiol,2018,Pub205_Fig3,Phen_senes,mean_SE,julian_date,Ever_Tree,Larix,gmelinii,Native,1.12,GrowingSeason_average,1.42,42.41205,117.2474,73.05524,Yes,,,,263.895,2.442,6,262.907,1.279,6,,,
KD,206,Song_2021_FrontPlantSci,2007,Pub206_Fig1,Height,mean_SE,cm,Ever_Tree,Abies,fargesii,Native,0.57,Annual_average,9.92,32.98,104.03,36.0759,Yes,3500m,,,67.561,4.634,5,59.756,3.171,5,No. replicates per treatment,n determined from text,
KD,206,Song_2021_FrontPlantSci,2007,Pub206_Fig1,Height,mean_SE,cm,Ever_Tree,Abies,fargesii,Native,0.69,Annual_average,9.92,33,104.03,36.0759,Yes,3000m,,,73.902,3.171,5,70.732,3.171,5,,,
KD,206,Song_2021_FrontPlantSci,2007,Pub206_Fig1,Height,mean_SE,cm,Ever_Tree,Abies,fargesii,Native,1.04,Annual_average,9.92,32.97,104.09,36.0759,Yes,2600m,,,75.122,4.146,4,75.854,5.122,4,,,
KD,208,Zhang_2021_ApplSoilEcol,2010,Pub208_Fig1,Biomass_above,mean_SD,g,Total,,,,1.16,Annual_average,7,30.5,91.06667,,Yes,A,Total,,15.397,1.111,4,17.937,0.794,4,No. plots per treatment,n determined from text,
KD,208,Zhang_2021_ApplSoilEcol,2010,Pub208_Fig1,Biomass_above,mean_SD,g,Total,,,,1.26,Annual_average,7,30.51667,91.06667,,Yes,B,Total,,22.698,1.746,4,24.286,2.381,4,,,
KD,208,Zhang_2021_ApplSoilEcol,2010,Pub208_Fig1,Biomass_above,mean_SD,g,Total,,,,1.17,Annual_average,7,30.53333,91.05,,Yes,C,Total,,39.206,1.111,4,40,1.746,4,,,
KD,208,Zhang_2021_ApplSoilEcol,2010,Pub208_Fig1,Biomass_above,mean_SD,g,Total,,,,1.55,Annual_average,8,30.5,91.06667,,Yes,A,Total,,24.921,3.175,4,23.016,3.651,4,,,
KD,208,Zhang_2021_ApplSoilEcol,2010,Pub208_Fig1,Biomass_above,mean_SD,g,Total,,,,1.65,Annual_average,8,30.51667,91.06667,,Yes,B,Total,,33.333,6.032,4,27.302,5.079,4,,,
KD,208,Zhang_2021_ApplSoilEcol,2010,Pub208_Fig1,Biomass_above,mean_SD,g,Total,,,,1.19,Annual_average,8,30.53333,91.05,,Yes,C,Total,,49.524,11.429,4,53.492,15.714,4,,,
KD,209,Yuan_2021_SciTotalEnviron,2014,Pub209_Tbl2,Biomass_above,mean_SE,g,Total,,,,1.87,GrowingSeason_average,4.17,37.73333,100.0833,,Yes,K_humilis,Total,,375,11,3,299,36,3,No. plots per treatment,n from table caption,
KD,209,Yuan_2021_SciTotalEnviron,2014,Pub209_Tbl2,Biomass_above,mean_SE,g,Total,,,,0.77,GrowingSeason_average,4.17,36.7,100.7667,,Yes,K_tibetica,Total,,361,21,3,315,45,3,,,
KD,209,Yuan_2021_SciTotalEnviron,2014,Pub209_Tbl2,Biomass_below,mean_SE,g,Total,,,,1.87,GrowingSeason_average,4.17,37.73333,100.0833,,Yes,K_humilis,Root,,2328,181,3,1570,204,3,,,
KD,209,Yuan_2021_SciTotalEnviron,2014,Pub209_Tbl2,Biomass_below,mean_SE,g,Total,,,,0.77,GrowingSeason_average,4.17,36.7,100.7667,,Yes,K_tibetica,Root,,2464,123,3,2377,212,3,,,
KD,209,Yuan_2021_SciTotalEnviron,2014,Pub209_Tbl2,Biomass_total,mean_SE,g,Total,,,,1.87,GrowingSeason_average,4.17,37.73333,100.0833,,Yes,K_humilis,Total,,2703,170,3,1869,239,3,,,
KD,209,Yuan_2021_SciTotalEnviron,2014,Pub209_Tbl2,Biomass_total,mean_SE,g,Total,,,,0.77,GrowingSeason_average,4.17,36.7,100.7667,,Yes,K_tibetica,Total,,2825,123,3,2692,177,3,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Height,mean_SD,,Graminoid,Harpochloa,falx,Native,1,Annual_average,2.25,-29,29.25,,Yes,,,,27.5,12,14,34.2,8.9,10,No. individuals per treatment,n from table,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Height,mean_SD,,Graminoid,Harpochloa,falx,Native,1,Annual_average,3.083,-29,29.25,,Yes,,,,35.8,8.5,12,28.9,9.7,13,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Height,mean_SD,,Graminoid,Heteropogon,contortus,Native,1,Annual_average,2.25,-29,29.25,-6.3833,Yes,,,,14.2,1.7,7,15.2,1.8,10,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Height,mean_SD,,Graminoid,Heteropogon,contortus,Native,1,Annual_average,3.083,-29,29.25,-6.3833,Yes,,,,13.3,2.7,18,15.4,3.1,18,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Height,mean_SD,,Graminoid,Koeleria,capensis,Native,1,Annual_average,3.083,-29,29.25,,Yes,,,,12.8,6.2,5,12.5,2.6,6,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Height,mean_SD,,Graminoid,Stiburus,alopecuroides,Native,1,Annual_average,3.083,-29,29.25,-18.3001,Yes,,,,19.5,6.1,21,19.3,6.1,25,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Height,mean_SD,,Graminoid,Themeda,triandra,Native,1,Annual_average,2.25,-29,29.25,-2.516667,Yes,,,,26.7,7.7,15,32.1,5.2,10,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Height,mean_SD,,Graminoid,Themeda,triandra,Native,1,Annual_average,3.083,-29,29.25,-2.516667,Yes,,,,25.8,5.9,24,26.6,5.9,24,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Height,mean_SD,,Graminoid,Tristachya,leucothrix,Native,1,Annual_average,2.25,-29,29.25,-7.955783,Yes,,,,23.9,7,14,25.5,8,10,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Height,mean_SD,,Graminoid,Tristachya,leucothrix,Native,1,Annual_average,3.083,-29,29.25,-7.955783,Yes,,,,24.3,8.7,24,25.6,6.1,24,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Leaf_area,mean_SD,cm^2,Graminoid,Harpochloa,falx,Native,1,Annual_average,2.25,-29,29.25,,Yes,,,,3.3,1.8,14,4.5,0.8,10,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Leaf_area,mean_SD,cm^2,Graminoid,Harpochloa,falx,Native,1,Annual_average,3.083,-29,29.25,,Yes,,,,3.3,0.7,12,3,0.8,13,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Leaf_area,mean_SD,cm^2,Graminoid,Heteropogon,contortus,Native,1,Annual_average,2.25,-29,29.25,-6.3833,Yes,,,,2.8,0.6,7,3.2,0.4,10,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Leaf_area,mean_SD,cm^2,Graminoid,Heteropogon,contortus,Native,1,Annual_average,3.083,-29,29.25,-6.3833,Yes,,,,2.6,0.7,18,3,0.7,18,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Leaf_area,mean_SD,cm^2,Graminoid,Koeleria,capensis,Native,1,Annual_average,3.083,-29,29.25,,Yes,,,,1.2,0.7,5,1.3,0.6,6,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Leaf_area,mean_SD,cm^2,Graminoid,Stiburus,alopecuroides,Native,1,Annual_average,3.083,-29,29.25,-18.3001,Yes,,,,3,1,21,3.1,0.8,25,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Leaf_area,mean_SD,cm^2,Graminoid,Themeda,triandra,Native,1,Annual_average,2.25,-29,29.25,-2.516667,Yes,,,,4.1,1.2,15,5.4,2.7,10,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Leaf_area,mean_SD,cm^2,Graminoid,Themeda,triandra,Native,1,Annual_average,3.083,-29,29.25,-2.516667,Yes,,,,6.6,2.6,24,6.4,2,24,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Leaf_area,mean_SD,cm^2,Graminoid,Tristachya,leucothrix,Native,1,Annual_average,2.25,-29,29.25,-7.955783,Yes,,,,3.7,1,14,3.5,1,10,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,Leaf_area,mean_SD,cm^2,Graminoid,Tristachya,leucothrix,Native,1,Annual_average,3.083,-29,29.25,-7.955783,Yes,,,,4.4,1.2,24,5,1.5,24,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,SLA,mean_SD,cm^2/g,Graminoid,Harpochloa,falx,Native,1,Annual_average,2.25,-29,29.25,,Yes,,,,73.3,10.5,14,69,4,10,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,SLA,mean_SD,cm^2/g,Graminoid,Harpochloa,falx,Native,1,Annual_average,3.083,-29,29.25,,Yes,,,,46.8,5.5,12,48.9,5.8,13,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,SLA,mean_SD,cm^2/g,Graminoid,Heteropogon,contortus,Native,1,Annual_average,2.25,-29,29.25,-6.3833,Yes,,,,131,6.7,7,137.4,11.1,10,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,SLA,mean_SD,cm^2/g,Graminoid,Heteropogon,contortus,Native,1,Annual_average,3.083,-29,29.25,-6.3833,Yes,,,,140.8,43,18,129.5,21.8,18,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,SLA,mean_SD,cm^2/g,Graminoid,Koeleria,capensis,Native,1,Annual_average,3.083,-29,29.25,,Yes,,,,54.6,8.7,5,56.4,13.7,6,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,SLA,mean_SD,cm^2/g,Graminoid,Stiburus,alopecuroides,Native,1,Annual_average,3.083,-29,29.25,-18.3001,Yes,,,,125.4,26.6,21,123.6,33.9,25,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,SLA,mean_SD,cm^2/g,Graminoid,Themeda,triandra,Native,1,Annual_average,2.25,-29,29.25,-2.516667,Yes,,,,120.9,18.9,15,121.2,13.1,10,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,SLA,mean_SD,cm^2/g,Graminoid,Themeda,triandra,Native,1,Annual_average,3.083,-29,29.25,-2.516667,Yes,,,,177,53.7,24,171,45.6,24,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,SLA,mean_SD,cm^2/g,Graminoid,Tristachya,leucothrix,Native,1,Annual_average,2.25,-29,29.25,-7.955783,Yes,,,,83.5,11.2,14,79.6,6.4,10,,,
KD,210,teBeest_2021_AfrJRangeForageSci,2017,Pub210_Tbl1,SLA,mean_SD,cm^2/g,Graminoid,Tristachya,leucothrix,Native,1,Annual_average,3.083,-29,29.25,-7.955783,Yes,,,,98.2,21.8,24,94.6,17.2,24,,,
KD,212,Ganjurjav_2021_JEcol,2015,Pub212_Fig3,Biomass_above,,g,Graminoid,Carex,parvula,Native,,,0.083,31.441,92.017,,Yes,,Total,,22.353,3.676,4,19.265,1.029,4,No. plots per treatment,n determined from text,
KD,212,Ganjurjav_2021_JEcol,2015,Pub212_Fig3,Biomass_above,,g,Graminoid,Carex,parvula,Native,,,1.083,31.441,92.017,,Yes,,Total,,31.324,2.794,4,25.441,1.912,4,,,
KD,212,Ganjurjav_2021_JEcol,2015,Pub212_Fig3,Biomass_above,,g,Graminoid,Carex,parvula,Native,,,2.083,31.441,92.017,,Yes,,Total,,40.882,2.941,4,34.559,4.706,4,,,
KD,212,Ganjurjav_2021_JEcol,2015,Pub212_Fig3,Biomass_above,,g,Graminoid,Carex,parvula,Native,,,3.083,31.441,92.017,,Yes,,Total,,23.235,4.265,4,44.559,3.382,4,,,
KD,212,Ganjurjav_2021_JEcol,2015,Pub212_Fig3,Biomass_above,,g,Graminoid,Carex,parvula,Native,,,0.083,31.441,92.017,,Yes,,Total,,6.49,1.202,4,10.385,2.163,4,,,
KD,212,Ganjurjav_2021_JEcol,2015,Pub212_Fig3,Biomass_above,,g,Graminoid,Poa,pratensis,Native,,,1.083,31.441,92.017,82.1,Yes,,Total,,1.923,0.481,4,3.798,0.385,4,,,
KD,212,Ganjurjav_2021_JEcol,2015,Pub212_Fig3,Biomass_above,,g,Graminoid,Poa,pratensis,Native,,,2.083,31.441,92.017,82.1,Yes,,Total,,6.346,1.49,4,10.769,2.308,4,,,
KD,212,Ganjurjav_2021_JEcol,2015,Pub212_Fig3,Biomass_above,,g,Graminoid,Poa,pratensis,Native,,,3.083,31.441,92.017,82.1,Yes,,Total,,11.827,1.587,4,14.712,2.404,4,,,
KD,212,Ganjurjav_2021_JEcol,2015,Pub212_Fig3,Biomass_above,,g,Forb,Potentilla,saundersiana,Native,,,0.083,31.441,92.017,43.81,Yes,,Total,,3.293,1.098,4,3.415,1.098,4,,,
KD,212,Ganjurjav_2021_JEcol,2015,Pub212_Fig3,Biomass_above,,g,Forb,Potentilla,saundersiana,Native,,,1.083,31.441,92.017,43.81,Yes,,Total,,5.488,1.707,4,8.049,1.463,4,,,
KD,212,Ganjurjav_2021_JEcol,2015,Pub212_Fig3,Biomass_above,,g,Forb,Potentilla,saundersiana,Native,,,2.083,31.441,92.017,43.81,Yes,,Total,,13.537,3.902,4,15.61,4.39,4,,,
KD,212,Ganjurjav_2021_JEcol,2015,Pub212_Fig3,Biomass_above,,g,Forb,Potentilla,saundersiana,Native,,,3.083,31.441,92.017,43.81,Yes,,Total,,11.951,2.805,4,11.585,2.317,4,,,
KD,212,Ganjurjav_2021_JEcol,2015,Pub212_Fig3,Biomass_above,,g,Forb,Potentilla,multifida,Native,,,0.083,31.441,92.017,67.15806,Yes,,Total,,3.625,1,4,3,1,4,,,
KD,212,Ganjurjav_2021_JEcol,2015,Pub212_Fig3,Biomass_above,,g,Forb,Potentilla,multifida,Native,,,1.083,31.441,92.017,67.15806,Yes,,Total,,5.25,1.5,4,7,2,4,,,
KD,212,Ganjurjav_2021_JEcol,2015,Pub212_Fig3,Biomass_above,,g,Forb,Potentilla,multifida,Native,,,2.083,31.441,92.017,67.15806,Yes,,Total,,7.25,2.375,4,9.75,2.5,4,,,
KD,212,Ganjurjav_2021_JEcol,2015,Pub212_Fig3,Biomass_above,,g,Forb,Potentilla,multifida,Native,,,3.083,31.441,92.017,67.15806,Yes,,Total,,5.125,1.25,4,5.125,0.375,4,,,
KD,213,Lasso_2021_FrontEcolEvol,2016,Pub213_Fig6,Biomass_above,median,g,Vascular,,,,1.7,Annual_average,3,4.550028,-73.99225,,Yes,Matarredonda,Total,,49.231,,10,36.154,,10,No variance,,remove
KD,213,Lasso_2021_FrontEcolEvol,2016,Pub213_Fig6,Biomass_above,median,g,Vascular,,,,1.7,Annual_average,3,3.82675,-74.41308,,Yes,Sumapaz,Total,,56.923,,10,35.385,,10,,,remove
KD,213,Lasso_2021_FrontEcolEvol,2016,Pub213_Fig6,Biomass_above,median,g,Non_Vascular,,,,1.7,Annual_average,3,4.550028,-73.99225,,Yes,Matarredonda,Total,,17.578,,10,25.781,,10,,,remove
KD,213,Lasso_2021_FrontEcolEvol,2016,Pub213_Fig6,Biomass_above,median,g,Non_Vascular,,,,1.7,Annual_average,3,3.82675,-74.41308,,Yes,Sumapaz,Total,,0,,10,0.781,,10,,,remove
KD,213,Lasso_2021_FrontEcolEvol,2016,Pub213_Fig6,Biomass_below,median,g,Total,,,,1.7,Annual_average,0.17,4.550028,-73.99225,,Yes,Matarredonda,Root,,7.642,,20,6.585,,20,,,remove
KD,213,Lasso_2021_FrontEcolEvol,2016,Pub213_Fig6,Biomass_below,median,g,Total,,,,1.7,Annual_average,0.17,3.82675,-74.41308,,Yes,Sumapaz,Root,,6.829,,20,5.447,,20,,,remove
KD,213,Lasso_2021_FrontEcolEvol,2016,Pub213_Fig7,Percent_cover,mean_SE,percent_change,Graminoid,,,,1.7,Annual_average,3,4.550028,-73.99225,,Yes,Matarredonda,,,-1.583,1.833,10,1.917,1.583,10,No. plots per treatment,n determined from text,
KD,213,Lasso_2021_FrontEcolEvol,2016,Pub213_Fig7,Percent_cover,mean_SE,percent_change,Shrub,,,,1.7,Annual_average,3,4.550028,-73.99225,,Yes,Matarredonda,,,15.667,8.833,10,18.583,2.583,10,,,
KD,213,Lasso_2021_FrontEcolEvol,2016,Pub213_Fig7,Percent_cover,mean_SE,percent_change,Forb,,,,1.7,Annual_average,3,4.550028,-73.99225,,Yes,Matarredonda,,,2.083,0.583,10,2.083,0.667,10,,,
KD,213,Lasso_2021_FrontEcolEvol,2016,Pub213_Fig7,Percent_cover,mean_SE,percent_change,Lichen,,,,1.7,Annual_average,3,4.550028,-73.99225,,Yes,Matarredonda,,,2,0.833,10,0.417,0.75,10,,,
KD,213,Lasso_2021_FrontEcolEvol,2016,Pub213_Fig7,Percent_cover,mean_SE,percent_change,Graminoid,,,,1.7,Annual_average,3,3.82675,-74.41308,,Yes,Sumapaz,,,-0.909,2.149,10,-6.281,2.149,10,,,
KD,213,Lasso_2021_FrontEcolEvol,2016,Pub213_Fig7,Percent_cover,mean_SE,percent_change,Shrub,,,,1.7,Annual_average,3,3.82675,-74.41308,,Yes,Sumapaz,,,23.802,4.711,10,19.339,3.802,10,,,
