"User","Pub_number","Pub_info","Study_year_start","File_name","Var_type","Var_type_broad","Value_error","Yunits","Func_group","Func_group_broad","Family","Genus","Species","Genus_Species","Native_Status","Amount_warmed_C","Amount_warmed_type","Years_warmed","Year_round_warm","Latitude","Longitude","Max_lat_of_species","Lat_difference","Site","Tissue_Type","Tissue_Type_broad","Lichen_Moss_Type","Warmed_Mean","Warmed_SD","Warmed_N","Ambient_Mean","Ambient_SD","Ambient_N","Elevation_m","Mean_annual_temp","Mean_annual_precip","Abs_Latitude","yi","vi"
"KD",218,"Permin_2022_PlantSoil",2007,"Pub218_Tbl1","Percent_cover","Percent_cover","mean_SD","percent","Total","Total",NA,"","","_","",1.6,"GrowingSeason_average",9.083,"No",68.35,18.81667,NA,NA,"","","","",411,63.931682286641,6,460.3,38.9468869102525,6,384,-0.963874995708466,36.3333333333333,68.35,-0.859389792112907,0.364106283949494
"KD",218,"Permin_2022_PlantSoil",2007,"Pub218_Fig6","Biomass_above","Biomass_above","mean_SD","mg","Moss","Bryophyte","Hylocomiaceae","Hylocomium","splendens","Hylocomium_splendens","",1.6,"GrowingSeason_average",9.083,"No",68.35,18.81667,54.30651,NA,"","Shoot","Shoot","",120.923,24.8721188482204,6,155.077,27.1329978808093,6,384,-0.963874995708466,36.3333333333333,68.35,-1.21086983267505,0.394425239653438
"KD",221,"Ye_2022_SoilBiolBiochem",2015,"Pub221_Fig2","Biomass_above","Biomass_above","mean_SD","g","Total","Total",NA,"","","_","",NA,"",2.42,"Yes",33.98333,102,NA,NA,"","Total","Total","",445,129.412,4,386.176,61.764,4,3434,1.62814584374428,56.4166666666667,33.98333,0.503926646240553,0.515871379049453
"KD",223,"BaLe_2022_SciTotalEnviron",2014,"Pub223_Fig1","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte","Sphagnaceae","Sphagnum","","Sphagnum_","",2.02,"GrowingSeason_average",6.25,"Yes",48.26222,-58.6675,NA,NA,"","","","",96.154,5.77,4,92.788,6.73,4,114,4.1302602092425,120.916666666667,48.26222,0.466434041436573,0.513597544688178
"KD",223,"BaLe_2022_SciTotalEnviron",2014,"Pub223_Fig1","Height","Growth","mean_SD","mm/year","Moss","Bryophyte","Sphagnaceae","Sphagnum","","Sphagnum_","",2.02,"GrowingSeason_average",6.25,"Yes",48.26222,-58.6675,NA,NA,"","","","",5.592,0.526,4,8.882,1.842,4,114,4.1302602092425,120.916666666667,48.26222,-2.10975650109551,0.778192030869672
"KD",223,"BaLe_2022_SciTotalEnviron",2014,"Pub223_Fig1","Biomass_above","Biomass_above","mean_SD","g/year","Moss","Bryophyte","Sphagnaceae","Sphagnum","","Sphagnum_","",2.02,"GrowingSeason_average",6.25,"Yes",48.26222,-58.6675,NA,NA,"","Total","Total","",59.155,5.634,4,-15.493,4.226,4,114,4.1302602092425,120.916666666667,48.26222,13.020299869693,11.0955130435455
"KD",223,"BaLe_2022_SciTotalEnviron",2014,"Pub223_Tbl3","Percent_cover","Percent_cover","mean_SD","percent","Total","Total",NA,"","","_","",2.02,"GrowingSeason_average",6.25,"Yes",48.26222,-58.6675,NA,NA,"","","","",90.8,3.8,4,77,12.8,4,114,4.1302602092425,120.916666666667,48.26222,1.26962638754776,0.600746947747349
"KD",225,"Zhao_2022_Catena",2013,"Pub225_Tbl1","Biomass_above","Biomass_above","mean_SD","g","Total","Total",NA,"","","_","",NA,"",5.25,"No",31.64188,92.01535,NA,NA,"","Total","Total","",63.44,4.04,4,121.2,24.29,4,4585,-1.50835420936346,36.5,31.64188,-2.88152480551377,1.01894907529945
"KD",225,"Zhao_2022_Catena",2013,"Pub225_Tbl1","Nitrogen_above","Nitrogen_above","mean_SD","percent","Total","Total",NA,"","","_","",NA,"",5.25,"No",31.64188,92.01535,NA,NA,"","Total","Total","",3.03,0.29,4,2.32,0.16,4,4585,-1.50835420936346,36.5,31.64188,2.63331735466216,0.933397518147808
"KD",225,"Zhao_2022_Catena",2013,"Pub225_Tbl1","Biomass_below","Biomass_below","mean_SD","g","Total","Total",NA,"","","_","",NA,"",5.25,"No",31.64188,92.01535,NA,NA,"","Root","Root","",6916,1298,4,8439,1869,4,4585,-1.50835420936346,36.5,31.64188,-0.822183041061959,0.542249059563118
"KD",225,"Zhao_2022_Catena",2013,"Pub225_Tbl1","Nitrogen_below","Nitrogen_below","mean_SD","percent","Total","Total",NA,"","","_","",NA,"",5.25,"No",31.64188,92.01535,NA,NA,"","Root","Root","",0.73,0.13,4,0.81,0.08,4,4585,-1.50835420936346,36.5,31.64188,-0.64381366869339,0.525906002499778
"KD",227,"HidalgoGalvez_2022_SciTotalEnviron",2017,"Pub227_Fig3","Biomass_above","Biomass_above","mean_SD","g","Total","Total",NA,"","","_","",2,"Annual_average",2,"Yes",38.38073,-4.757692,NA,NA,"Under_Tree","Total","Total","",479.661,28.814,18,325.424,22.034,18,655,15.0898541212082,46.25,38.38073,5.87957336295328,0.591241429588191
"KD",227,"HidalgoGalvez_2022_SciTotalEnviron",2017,"Pub227_Fig3","Biomass_above","Biomass_above","mean_SD","g","Total","Total",NA,"","","_","",2,"Annual_average",2,"Yes",38.38073,-4.757692,NA,NA,"Open_Grassland","Total","Total","",622.034,37.288,18,423.729,28.814,18,655,15.0898541212082,46.25,38.38073,5.818852348218,0.581375592366141
"KD",227,"HidalgoGalvez_2022_SciTotalEnviron",2017,"Pub227_TblA3","Height","Growth","mean_SD","cm","Total","Total",NA,"","","_","",2,"Annual_average",2,"Yes",38.38073,-4.757692,NA,NA,"Under_Tree","","","",67.83,19.32,3,54.72,16.97,3,655,15.0898541212082,46.25,38.38073,0.57527712947544,0.694245314641459
"KD",227,"HidalgoGalvez_2022_SciTotalEnviron",2017,"Pub227_TblA3","Height","Growth","mean_SD","cm","Total","Total",NA,"","","_","",2,"Annual_average",2,"Yes",38.38073,-4.757692,NA,NA,"Open_Grassland","","","",62.9,20.18,3,52.7,21.19,3,655,15.0898541212082,46.25,38.38073,0.393328412465561,0.679558936671056
"KD",227,"HidalgoGalvez_2022_SciTotalEnviron",2017,"Pub227_TblA3","SLA","Leaf_growth","mean_SD","cm^2/g","Total","Total",NA,"","","_","",2,"Annual_average",2,"Yes",38.38073,-4.757692,NA,NA,"Under_Tree","","","",265.06,36.49,3,267.3,48.92,3,655,15.0898541212082,46.25,38.38073,-0.0414150524038847,0.666809600547135
"KD",227,"HidalgoGalvez_2022_SciTotalEnviron",2017,"Pub227_TblA3","SLA","Leaf_growth","mean_SD","cm^2/g","Total","Total",NA,"","","_","",2,"Annual_average",2,"Yes",38.38073,-4.757692,NA,NA,"Open_Grassland","","","",219.82,38.06,3,216.48,46.52,3,655,15.0898541212082,46.25,38.38073,0.062702829545038,0.66699430373608
"KD",227,"HidalgoGalvez_2022_SciTotalEnviron",2017,"Pub227_TblA3","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid",NA,"","","_","",2,"Annual_average",2,"Yes",38.38073,-4.757692,NA,NA,"Under_Tree","","","",62.68,23.45,3,55.19,25.23,3,655,15.0898541212082,46.25,38.38073,0.24536418379917,0.671683631890953
"KD",227,"HidalgoGalvez_2022_SciTotalEnviron",2017,"Pub227_TblA3","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid",NA,"","","_","",2,"Annual_average",2,"Yes",38.38073,-4.757692,NA,NA,"Open_Grassland","","","",41.41,24.58,3,36.17,23.6,3,655,15.0898541212082,46.25,38.38073,0.173518077160882,0.669175710258467
"KD",229,"Ma_2022_EcolIndic",2015,"Pub229_Fig2","Biomass_above","Biomass_above","mean_SD","kg","Shrub","Shrub",NA,"","","_","",0.72,"GrowingSeason_average",2.83,"Yes",32.98333,103.6667,NA,NA,"","Leaf","Leaf","",0.807,0.041,4,0.745,0.062,4,3848,0.162312517563502,63,32.98333,1.0246456831804,0.565618673503764
"KD",229,"Ma_2022_EcolIndic",2015,"Pub229_Fig2","Biomass_above","Biomass_above","mean_SD","kg","Shrub","Shrub",NA,"","","_","",0.72,"GrowingSeason_average",2.83,"Yes",32.98333,103.6667,NA,NA,"","Stem","Stem","",2.979,0.145,4,2.855,0.083,4,3848,0.162312517563502,63,32.98333,0.911714400410638,0.551951446744758
"KD",229,"Ma_2022_EcolIndic",2015,"Pub229_Fig2","Biomass_below","Biomass_below","mean_SD","kg","Shrub","Shrub",NA,"","","_","",0.72,"GrowingSeason_average",2.83,"Yes",32.98333,103.6667,NA,NA,"","Coarse_root","Root","",3.31,0.041,4,3.124,0.083,4,3848,0.162312517563502,63,32.98333,2.46814516686386,0.880733785294591
"KD",229,"Ma_2022_EcolIndic",2015,"Pub229_Fig2","Biomass_below","Biomass_below","mean_SD","kg","Shrub","Shrub",NA,"","","_","",0.72,"GrowingSeason_average",2.83,"Yes",32.98333,103.6667,NA,NA,"","Fine_root","Root","",2.959,0.166,4,1.262,0.083,4,3848,0.162312517563502,63,32.98333,11.2322539580548,8.38522056113982
"KD",229,"Ma_2022_EcolIndic",2015,"Pub229_Fig2","Biomass_above","Biomass_above","mean_SD","kg","Shrub","Shrub",NA,"","","_","",0.72,"GrowingSeason_average",2.83,"Yes",32.98333,103.6667,NA,NA,"","Total","Total","",3.807,0.083,4,3.6,0.124,4,3848,0.162312517563502,63,32.98333,1.70414742284747,0.681507402424855
"KD",229,"Ma_2022_EcolIndic",2015,"Pub229_Fig2","Biomass_below","Biomass_below","mean_SD","kg","Shrub","Shrub",NA,"","","_","",0.72,"GrowingSeason_average",2.83,"Yes",32.98333,103.6667,NA,NA,"","Total","Total","",6.248,0.103,4,4.386,0.083,4,3848,0.162312517563502,63,32.98333,17.291538538556,19.187331564398
"KD",229,"Ma_2022_EcolIndic",2015,"Pub229_Fig2","Biomass_above","Biomass_above","mean_SD","kg","Graminoid","Graminoid",NA,"","","_","",0.72,"GrowingSeason_average",2.83,"Yes",32.98333,103.6667,NA,NA,"","Total","Total","",0.248,0.029,4,0.166,0.029,4,3848,0.162312517563502,63,32.98333,2.45611684144303,0.877031871176255
"KD",229,"Ma_2022_EcolIndic",2015,"Pub229_Fig2","Biomass_below","Biomass_below","mean_SD","kg","Graminoid","Graminoid",NA,"","","_","",0.72,"GrowingSeason_average",2.83,"Yes",32.98333,103.6667,NA,NA,"","Total","Total","",0.455,0.041,4,0.186,0.041,4,3848,0.162312517563502,63,32.98333,5.69903851281888,2.52993999816205
"KD",229,"Ma_2022_EcolIndic",2015,"Pub229_Fig2","Biomass_above","Biomass_above","mean_SD","kg","Total","Total",NA,"","","_","",0.72,"GrowingSeason_average",2.83,"Yes",32.98333,103.6667,NA,NA,"","Total","Total","",4.034,0.124,4,3.745,0.103,4,3848,0.162312517563502,63,32.98333,2.20234142922347,0.803144235679631
"KD",229,"Ma_2022_EcolIndic",2015,"Pub229_Fig2","Biomass_below","Biomass_below","mean_SD","kg","Total","Total",NA,"","","_","",0.72,"GrowingSeason_average",2.83,"Yes",32.98333,103.6667,NA,NA,"","Total","Total","",6.703,0.145,4,4.614,0.062,4,3848,0.162312517563502,63,32.98333,16.2726185891107,17.0498822341669
"KD",229,"Ma_2022_EcolIndic",2015,"Pub229_Fig2","Biomass_total","Biomass_total","mean_SD","kg","Total","Total",NA,"","","_","",0.72,"GrowingSeason_average",2.83,"Yes",32.98333,103.6667,NA,NA,"","Total","Total","",10.717,0.124,4,8.338,0.124,4,3848,0.162312517563502,63,32.98333,16.665023309205,17.8576876185216
"KD",230,"Cheng_2022_Catena",2018,"Pub230_Tbl1","Biomass_above","Biomass_above","mean_SD","g","Total","Total",NA,"","","_","",1.89,"GrowingSeason_average",1.25,"Yes",29.45,116.0206,NA,NA,"","Total","Total","",296.43,96.32,4,227.86,62.04,4,39,17.3695207039515,122.5,29.45,0.735203859504554,0.5337827946894
"KD",230,"Cheng_2022_Catena",2018,"Pub230_Tbl1","Biomass_above","Biomass_above","mean_SD","g","Total","Total",NA,"","","_","",1.89,"GrowingSeason_average",1.75,"Yes",29.45,116.0206,NA,NA,"","Total","Total","",288.21,77.42,4,285.36,179.38,4,39,17.3695207039515,122.5,29.45,0.0179195056893755,0.500020069292759
"KD",231,"Yan_2022_SciTotalEnviron",2017,"Pub231_Fig4","Nitrogen_above","Nitrogen_above","mean_SD","g/kg","Graminoid","Graminoid",NA,"","","_","",1.8,"GrowingSeason_average",1.25,"Yes",41.14,110.24,NA,NA,"Desert","Total","Total","",15.167,2.122,4,14.212,1.91,4,1599,3.81133327881495,26.0833333333333,41.14,0.410909817563522,0.51055292988563
"KD",231,"Yan_2022_SciTotalEnviron",2017,"Pub231_Fig4","Nitrogen_above","Nitrogen_above","mean_SD","g/kg","Forb","Forb",NA,"","","_","",1.8,"GrowingSeason_average",1.25,"Yes",41.14,110.24,NA,NA,"Desert","Total","Total","",18.879,5.09,4,18.667,2.97,4,1599,3.81133327881495,26.0833333333333,41.14,0.0441914130052073,0.500122055061462
"KD",231,"Yan_2022_SciTotalEnviron",2017,"Pub231_Fig4","Nitrogen_above","Nitrogen_above","mean_SD","g/kg","Total","Total",NA,"","","_","",1.8,"GrowingSeason_average",1.25,"Yes",41.14,110.24,NA,NA,"Desert","Total","Total","",18.03,4.666,4,17.182,2.546,4,1599,3.81133327881495,26.0833333333333,41.14,0.195977660579928,0.502400452715399
"KD",231,"Yan_2022_SciTotalEnviron",2017,"Pub231_Fig4","Nitrogen_above","Nitrogen_above","mean_SD","g/kg","Graminoid","Graminoid",NA,"","","_","",2.9,"GrowingSeason_average",1.25,"Yes",44.45,115.59,NA,NA,"Typical","Total","Total","",15.697,0.424,4,15.167,2.97,4,1066,1.55577081441879,20.6666666666667,44.45,0.217013360282164,0.50294342490881
"KD",231,"Yan_2022_SciTotalEnviron",2017,"Pub231_Fig4","Nitrogen_above","Nitrogen_above","mean_SD","g/kg","Forb","Forb",NA,"","","_","",2.9,"GrowingSeason_average",1.25,"Yes",44.45,115.59,NA,NA,"Typical","Total","Total","",20.576,4.03,4,19.303,6.364,4,1066,1.55577081441879,20.6666666666667,44.45,0.207599623628271,0.502693600233162
"KD",231,"Yan_2022_SciTotalEnviron",2017,"Pub231_Fig4","Nitrogen_above","Nitrogen_above","mean_SD","g/kg","Total","Total",NA,"","","_","",2.9,"GrowingSeason_average",1.25,"Yes",44.45,115.59,NA,NA,"Typical","Total","Total","",18.03,3.606,4,16.545,4.242,4,1066,1.55577081441879,20.6666666666667,44.45,0.327649254489562,0.506709627122973
"KD",231,"Yan_2022_SciTotalEnviron",2017,"Pub231_Fig4","Nitrogen_above","Nitrogen_above","mean_SD","g/kg","Graminoid","Graminoid",NA,"","","_","",1.2,"GrowingSeason_average",1.25,"Yes",49.22,119.4,NA,NA,"Meadow","Total","Total","",13.152,4.878,4,11.242,2.97,4,640,-1.32785428315401,27.8333333333333,49.22,0.410835177295368,0.510549096431457
"KD",231,"Yan_2022_SciTotalEnviron",2017,"Pub231_Fig4","Nitrogen_above","Nitrogen_above","mean_SD","g/kg","Forb","Forb",NA,"","","_","",1.2,"GrowingSeason_average",1.25,"Yes",49.22,119.4,NA,NA,"Meadow","Total","Total","",16.015,1.484,4,15.273,2.546,4,640,-1.32785428315401,27.8333333333333,49.22,0.309302095594698,0.505979236646204
"KD",231,"Yan_2022_SciTotalEnviron",2017,"Pub231_Fig4","Nitrogen_above","Nitrogen_above","mean_SD","g/kg","Total","Total",NA,"","","_","",1.2,"GrowingSeason_average",1.25,"Yes",49.22,119.4,NA,NA,"Meadow","Total","Total","",15.167,2.97,4,13.682,1.91,4,640,-1.32785428315401,27.8333333333333,49.22,0.516605240727345,0.516680060921685
"KD",233,"Buhrmann_2016_Bothalia",NA,"Pub233_Fig4","Biomass_above","Biomass_above","mean_SD","g","Total","Total",NA,"","","_","",1.2,"Annual_average",1,"No",-29.81028,30.82167,NA,NA,"","Total","Total","",4480,310,5,3720,270,5,401,18.6617291768392,77.25,29.81028,2.36009934367424,0.678503445600579
"KD",233,"Buhrmann_2016_Bothalia",NA,"Pub233_Fig4","Biomass_above","Biomass_above","mean_SD","g","Graminoid","Graminoid",NA,"","","_","",1.2,"Annual_average",1,"No",-29.81028,30.82167,NA,NA,"","Total","Total","",3720,300,5,2980,260,5,401,18.6617291768392,77.25,29.81028,2.37965313293175,0.683137451653594
"KD",233,"Buhrmann_2016_Bothalia",NA,"Pub233_Fig4","Biomass_above","Biomass_above","mean_SD","g","Forb","Forb",NA,"","","_","",1.2,"Annual_average",1,"No",-29.81028,30.82167,NA,NA,"","Total","Total","",540,40,5,580,40,5,401,18.6617291768392,77.25,29.81028,-0.90270333367641,0.440743665431525
"KD",233,"Buhrmann_2016_Bothalia",NA,"Pub233_Fig4","Biomass_above","Biomass_above","mean_SD","g","Shrub","Shrub",NA,"","","_","",1.2,"Annual_average",1,"No",-29.81028,30.82167,NA,NA,"","Total","Total","",240,40,5,180,40,5,401,18.6617291768392,77.25,29.81028,1.35405500051461,0.491673247220932
"KD",235,"CasanovaKatny_2016_RevChilDeHistNat",2008,"Pub235_Tbl3","Fruit_num","Fruit_num","mean_SD","count","Moss","Bryophyte","Bartramiaceae","Bartramia","patens","Bartramia_patens","",0.61,"GrowingSeason_average",2,"Yes",-62.2,-58.98333,NA,NA,"JuanCarlosPoint","Sporophyte","Sporophyte","",0.17,0.316227766016838,10,0,0,10,-45,-2.45201616113385,65.8333333333333,62.2,0.728063253139842,0.213251902514314
"KD",235,"CasanovaKatny_2016_RevChilDeHistNat",2008,"Pub235_Tbl3","Fruit_num","Fruit_num","mean_SD","count","Moss","Bryophyte","Pottiaceae","Hennediella","antarctica","Hennediella_antarctica","",0.61,"GrowingSeason_average",2,"Yes",-62.2,-58.98333,NA,NA,"JuanCarlosPoint","Sporophyte","Sporophyte","",15.5,4.74341649025257,10,8,14.5464772367745,10,-45,-2.45201616113385,65.8333333333333,62.2,0.663866489568419,0.211017967899297
"KD",235,"CasanovaKatny_2016_RevChilDeHistNat",2008,"Pub235_Tbl3","Fruit_num","Fruit_num","mean_SD","count","Moss","Bryophyte","Bartramiaceae","Bartramia","patens","Bartramia_patens","",0.61,"GrowingSeason_average",2,"Yes",-62.2,-58.95,NA,NA,"LaCruzPlateau","Sporophyte","Sporophyte","",7.3,10.7517440445725,10,0.7,1.26491106406735,10,-162,-2.45201616113385,65.8333333333333,62.2,0.825658241341064,0.21704278828736
"KD",235,"CasanovaKatny_2016_RevChilDeHistNat",2008,"Pub235_Tbl3","Fruit_num","Fruit_num","mean_SD","count","Moss","Bryophyte","Pottiaceae","Hennediella","antarctica","Hennediella_antarctica","",0.61,"GrowingSeason_average",2,"Yes",-62.2,-58.95,NA,NA,"LaCruzPlateau","Sporophyte","Sporophyte","",5.5,10.7517440445725,10,9.3,15.8113883008419,10,-162,-2.45201616113385,65.8333333333333,62.2,-0.269153910232507,0.201811095684836
"KD",235,"CasanovaKatny_2016_RevChilDeHistNat",2008,"Pub235_Tbl3","Fruit_num","Fruit_num","mean_SD","count","Moss","Bryophyte","Polytrichaceae","Polytrichastrum","alpinum","Polytrichastrum_alpinum","",0.61,"GrowingSeason_average",2,"Yes",-62.2,-58.95,54.26201,116.46201,"LaCruzPlateau","Sporophyte","Sporophyte","",1,1.58113883008419,10,0,0,10,-162,-2.45201616113385,65.8333333333333,62.2,0.856545003693932,0.218341733583826
"KD",236,"Saez_2018_NewPhyt",2012,"Pub236_Tbl3","Nitrogen_above","Nitrogen_above","mean_SD","percent","Graminoid","Graminoid","Poaceae","Deschampsia","antarctica","Deschampsia_antarctica","Native",1.4,"GrowingSeason_average",2.17,"Yes",-62.15,-58.46667,-30,32.15,"","Leaf","Leaf","",1.31,0.121243556529821,3,1.63,0.103923048454133,3,-34,-4.20096443345149,67.0833333333333,62.15,-2.26117902076684,1.09274421366301
"KD",236,"Saez_2018_NewPhyt",2012,"Pub236_Tbl3","Nitrogen_above","Nitrogen_above","mean_SD","percent","Forb","Forb","Caryophyllaceae","Colobanthus","quitensis","Colobanthus_quitensis","Native",1.4,"GrowingSeason_average",2.17,"Yes",-62.15,-58.46667,19.495978,81.645978,"","Leaf","Leaf","",1.53,0.103923048454133,3,1.8,0.155884572681199,3,-34,-4.20096443345149,67.0833333333333,62.15,-1.62616745537214,0.887035049409291
"KD",236,"Saez_2018_NewPhyt",2012,"Pub236_Fig3","LMA","Leaf_growth","mean_SD","kg/m^2","Graminoid","Graminoid","Poaceae","Deschampsia","antarctica","Deschampsia_antarctica","Native",1.4,"GrowingSeason_average",2.17,"Yes",-62.15,-58.46667,-30,32.15,"","","","",0.155,0.0367423461417477,6,0.156,0.0146969384566991,6,-34,-4.20096443345149,67.0833333333333,62.15,-0.032976237762008,0.333378643010706
"KD",236,"Saez_2018_NewPhyt",2012,"Pub236_Fig3","LMA","Leaf_growth","mean_SD","kg/m^2","Forb","Forb","Caryophyllaceae","Colobanthus","quitensis","Colobanthus_quitensis","Native",1.4,"GrowingSeason_average",2.17,"Yes",-62.15,-58.46667,19.495978,81.645978,"","","","",0.058,0.00489897948556636,6,0.08,0.00979795897113271,6,-34,-4.20096443345149,67.0833333333333,62.15,-2.62077080670214,0.619518317552591
"KD",237,"Bokhorst_2016_PolarBio",2003,"Pub237_TblS2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen","Parmeliaceae","Usnea","antarctica","Usnea_antarctica","",0.3,"GrowingSeason_average",10,"Yes",-61.18333,-45.98333,NA,NA,"Lichen_Comm","","","",24,26.944387170615,6,48,24.4948974278318,6,-255,NA,NA,61.18333,-0.860075277613536,0.36415539513175
"KD",237,"Bokhorst_2016_PolarBio",2003,"Pub237_TblS2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen","Ochrolechiaceae","Ochrolechia","frigida","Ochrolechia_frigida","",0.3,"GrowingSeason_average",10,"Yes",-61.18333,-45.98333,NA,NA,"Lichen_Comm","","","",14,4.89897948556636,6,5,4.89897948556636,6,-255,NA,NA,61.18333,1.6951919265932,0.453069819499448
"KD",237,"Bokhorst_2016_PolarBio",2003,"Pub237_TblS2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen","Cladoniaceae","Cladonia","gracilis","Cladonia_gracilis","",0.3,"GrowingSeason_average",10,"Yes",-61.18333,-45.98333,NA,NA,"Lichen_Comm","","","",3,4.89897948556636,6,4,4.89897948556636,6,-255,NA,NA,61.18333,-0.188354658510355,0.334811561557606
"KD",237,"Bokhorst_2016_PolarBio",2003,"Pub237_TblS2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen","Sphaerophoraceae","Sphaerophorus","globosus","Sphaerophorus_globosus","",0.3,"GrowingSeason_average",10,"Yes",-61.18333,-45.98333,NA,NA,"Lichen_Comm","","","",3,2.44948974278318,6,3,2.44948974278318,6,-255,NA,NA,61.18333,0,0.333333333333333
"KD",237,"Bokhorst_2016_PolarBio",2003,"Pub237_TblS2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen","Parmeliaceae","Cetraria","aculeata","Cetraria_aculeata","",0.3,"GrowingSeason_average",10,"Yes",-61.18333,-45.98333,NA,NA,"Lichen_Comm","","","",1,2.44948974278318,6,1,0,6,-255,NA,NA,61.18333,0,0.333333333333333
"KD",237,"Bokhorst_2016_PolarBio",2003,"Pub237_TblS2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte","Andreaeaceae","Andreae","depressinervis","Andreae_depressinervis","",0.3,"GrowingSeason_average",10,"Yes",-61.18333,-45.98333,NA,NA,"Lichen_Comm","","","",9,9.79795897113271,6,21,22.0454076850486,6,-255,NA,NA,61.18333,-0.649107666197604,0.350889198429854
"KD",237,"Bokhorst_2016_PolarBio",2003,"Pub237_TblS2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte","Polytrichaceae","Polytrichum","strictum","Polytrichum_strictum","",0.3,"GrowingSeason_average",10,"Yes",-61.18333,-45.98333,54.28978,115.47311,"Lichen_Comm","","","",5,7.34846922834953,6,16,17.1464281994822,6,-255,NA,NA,61.18333,-0.769484804204678,0.35800445266258
"KD",237,"Bokhorst_2016_PolarBio",2003,"Pub237_TblS2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte","Dicranaceae","Chorisodontium","aciphylum","Chorisodontium_aciphylum","",0.7,"GrowingSeason_average",10,"Yes",-61.18333,-45.98333,NA,NA,"Moss_Comm","","","",70,24.4948974278318,6,83,12.2474487139159,6,-255,NA,NA,61.18333,-0.619454917947778,0.34932184980707
"KD",237,"Bokhorst_2016_PolarBio",2003,"Pub237_TblS2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte","Polytrichaceae","Polytrichum","strictum","Polytrichum_strictum","",0.7,"GrowingSeason_average",10,"Yes",-61.18333,-45.98333,54.28978,115.47311,"Moss_Comm","","","",31,22.0454076850486,6,20,12.2474487139159,6,-255,NA,NA,61.18333,0.569195046537593,0.346832625041789
"KD",237,"Bokhorst_2016_PolarBio",2003,"Pub237_TblS2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen","Cladoniaceae","Cladonia","gracilis","Cladonia_gracilis","",0.7,"GrowingSeason_average",10,"Yes",-61.18333,-45.98333,NA,NA,"Moss_Comm","","","",2,2.44948974278318,6,4,7.34846922834953,6,-255,NA,NA,61.18333,-0.336939056246331,0.338063663651007
"KD",238,"Bokhorst_2007_BMCEcol",2003,"Pub238_Fig12","Percent_cover","Percent_cover","mean_SD","percent_change","Total","Total",NA,"","","_","",0.6,"Annual_average",3,"Yes",-52.26667,-59.05,NA,NA,"Falkland_shrub","","","",-2.295,3.933,9,-1.885,3.933,9,0,6.63116671641668,46.0833333333333,52.26667,-0.099268769964349,0.222495952463618
"KD",238,"Bokhorst_2007_BMCEcol",2003,"Pub238_Fig12","Percent_cover","Percent_cover","mean_SD","percent_change","Total","Total",NA,"","","_","",0.7,"Annual_average",3,"Yes",-52.26667,-59.05,NA,NA,"Falkland_grass","","","",-39.18,3.26491577226733,3,-29.18,4.96925376691511,3,0,6.63116671641668,46.0833333333333,52.26667,-1.89775853027015,0.966790619934425
"KD",238,"Bokhorst_2007_BMCEcol",2003,"Pub238_Fig12","Percent_cover","Percent_cover","mean_SD","percent_change","Total","Total",NA,"","","_","",0.3,"Annual_average",3,"Yes",-61.18333,-45.98333,NA,NA,"Signy_moss","","","",-1.475,3.21128105278875,6,-0.656,1.40600711235754,6,-255,NA,NA,61.18333,-0.304873304684068,0.337206155496208
"KD",238,"Bokhorst_2007_BMCEcol",2003,"Pub238_Fig12","Percent_cover","Percent_cover","mean_SD","percent_change","Total","Total",NA,"","","_","",0.7,"Annual_average",3,"Yes",-61.18333,-45.98333,NA,NA,"Signy_lichen","","","",-4.344,3.61299737060519,6,2.869,7.02758607204494,6,-255,NA,NA,61.18333,-1.19118435179367,0.392455006664921
"KD",238,"Bokhorst_2007_BMCEcol",2003,"Pub238_Fig12","Percent_cover","Percent_cover","mean_SD","percent_change","Total","Total",NA,"","","_","",0.8,"Annual_average",3,"Yes",-68.01667,-68.36667,NA,NA,"Anchorage_moss","","","",-5,13.6534558262734,6,-7.951,6.6258697542285,6,-335,NA,NA,68.01667,0.253747227257277,0.336016152305865
"KD",238,"Bokhorst_2007_BMCEcol",2003,"Pub238_Fig12","Percent_cover","Percent_cover","mean_SD","percent_change","Total","Total",NA,"","","_","",1.1,"Annual_average",3,"Yes",-68.01667,-68.36667,NA,NA,"Anchorage_lichen","","","",-6.885,11.2431579193748,6,-4.836,8.03187686658604,6,-335,NA,NA,68.01667,-0.19351455375183,0.334893661771407
