User,Pub_number,Pub_info,Study_year_start,File_name,Var_type,Value_error,Xunits,Yunits,Variable,Xvalue,Yvalue,Func_group,Genus,Species,Amount_warmed_C,Amount_warmed_type,Years_warmed,Latitude,Year_round_warm,Site,Tissue_Type,Notes,Comments,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_emergence,mean_SE,,julian_date,Warmed_Mean,,4.012,Forb,Cerastium,alpinum,1.7,GrowingSeason_average,1.083,67.11333,No,,,Emergence,"Measuring X axis (date of event), record it in Yvalue column just to keep the data streamlined",
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_emergence,mean_SE,,julian_date,Warmed_Var,,0,Forb,Cerastium,alpinum,1.7,GrowingSeason_average,1.083,67.11333,No,,,Emergence,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_emergence,mean_SE,,julian_date,Ambient_Mean,,4.012,Forb,Cerastium,alpinum,1.7,GrowingSeason_average,1.083,67.11333,No,,,Emergence,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_emergence,mean_SE,,julian_date,Ambient_Var,,0,Forb,Cerastium,alpinum,1.7,GrowingSeason_average,1.083,67.11333,No,,,Emergence,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,5.741,Forb,Cerastium,alpinum,1.7,GrowingSeason_average,1.083,67.11333,No,,,Flower set,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,0.432,Forb,Cerastium,alpinum,1.7,GrowingSeason_average,1.083,67.11333,No,,,Flower set,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,8.272,Forb,Cerastium,alpinum,1.7,GrowingSeason_average,1.083,67.11333,No,,,Flower set,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,0.833,Forb,Cerastium,alpinum,1.7,GrowingSeason_average,1.083,67.11333,No,,,Flower set,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_flwr,mean_SE,,julian_date,Warmed_Mean,,11.142,Forb,Cerastium,alpinum,1.7,GrowingSeason_average,1.083,67.11333,No,,,Blooming,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_flwr,mean_SE,,julian_date,Warmed_Var,,1.48,Forb,Cerastium,alpinum,1.7,GrowingSeason_average,1.083,67.11333,No,,,Blooming,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_flwr,mean_SE,,julian_date,Ambient_Mean,,13.549,Forb,Cerastium,alpinum,1.7,GrowingSeason_average,1.083,67.11333,No,,,Blooming,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_flwr,mean_SE,,julian_date,Ambient_Var,,1.204,Forb,Cerastium,alpinum,1.7,GrowingSeason_average,1.083,67.11333,No,,,Blooming,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_leaf_appear,mean_SE,,julian_date,Warmed_Mean,,4.167,Decid_Shrub,Salix,glauca,1.7,GrowingSeason_average,1.083,67.11333,No,,,Leaf opening,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_leaf_appear,mean_SE,,julian_date,Warmed_Var,,0.216,Decid_Shrub,Salix,glauca,1.7,GrowingSeason_average,1.083,67.11333,No,,,Leaf opening,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_leaf_appear,mean_SE,,julian_date,Ambient_Mean,,7.253,Decid_Shrub,Salix,glauca,1.7,GrowingSeason_average,1.083,67.11333,No,,,Leaf opening,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_leaf_appear,mean_SE,,julian_date,Ambient_Var,,0.802,Decid_Shrub,Salix,glauca,1.7,GrowingSeason_average,1.083,67.11333,No,,,Leaf opening,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,6.204,Decid_Shrub,Salix,glauca,1.7,GrowingSeason_average,1.083,67.11333,No,,,Flower set,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,1.019,Decid_Shrub,Salix,glauca,1.7,GrowingSeason_average,1.083,67.11333,No,,,Flower set,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,13.488,Decid_Shrub,Salix,glauca,1.7,GrowingSeason_average,1.083,67.11333,No,,,Flower set,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,1.975,Decid_Shrub,Salix,glauca,1.7,GrowingSeason_average,1.083,67.11333,No,,,Flower set,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_flwr,mean_SE,,julian_date,Warmed_Mean,,8.858,Decid_Shrub,Salix,glauca,1.7,GrowingSeason_average,1.083,67.11333,No,,,Blooming,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_flwr,mean_SE,,julian_date,Warmed_Var,,1.327,Decid_Shrub,Salix,glauca,1.7,GrowingSeason_average,1.083,67.11333,No,,,Blooming,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_flwr,mean_SE,,julian_date,Ambient_Mean,,15.741,Decid_Shrub,Salix,glauca,1.7,GrowingSeason_average,1.083,67.11333,No,,,Blooming,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_flwr,mean_SE,,julian_date,Ambient_Var,,1.821,Decid_Shrub,Salix,glauca,1.7,GrowingSeason_average,1.083,67.11333,No,,,Blooming,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,4.599,Decid_Shrub,Betula,nana,1.7,GrowingSeason_average,1.083,67.11333,No,,,Flower set,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,0.247,Decid_Shrub,Betula,nana,1.7,GrowingSeason_average,1.083,67.11333,No,,,Flower set,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,6.265,Decid_Shrub,Betula,nana,1.7,GrowingSeason_average,1.083,67.11333,No,,,Flower set,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,0.772,Decid_Shrub,Betula,nana,1.7,GrowingSeason_average,1.083,67.11333,No,,,Flower set,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_flwr,mean_SE,,julian_date,Warmed_Mean,,7.654,Decid_Shrub,Betula,nana,1.7,GrowingSeason_average,1.083,67.11333,No,,,Blooming,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_flwr,mean_SE,,julian_date,Warmed_Var,,0.247,Decid_Shrub,Betula,nana,1.7,GrowingSeason_average,1.083,67.11333,No,,,Blooming,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_flwr,mean_SE,,julian_date,Ambient_Mean,,11.296,Decid_Shrub,Betula,nana,1.7,GrowingSeason_average,1.083,67.11333,No,,,Blooming,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_flwr,mean_SE,,julian_date,Ambient_Var,,0.087,Decid_Shrub,Betula,nana,1.7,GrowingSeason_average,1.083,67.11333,No,,,Blooming,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_seed_set,mean_SE,,julian_date,Warmed_Mean,,11.636,Decid_Shrub,Betula,nana,1.7,GrowingSeason_average,1.083,67.11333,No,,,Fruit set,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_seed_set,mean_SE,,julian_date,Warmed_Var,,0.216,Decid_Shrub,Betula,nana,1.7,GrowingSeason_average,1.083,67.11333,No,,,Fruit set,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_seed_set,mean_SE,,julian_date,Ambient_Mean,,17.407,Decid_Shrub,Betula,nana,1.7,GrowingSeason_average,1.083,67.11333,No,,,Fruit set,,
JA,55,Post_2008_Ecology,2003,Pub55_Fig2,Phen_seed_set,mean_SE,,julian_date,Ambient_Var,,0.154,Decid_Shrub,Betula,nana,1.7,GrowingSeason_average,1.083,67.11333,No,,,Fruit set,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Warmed_Mean,,251.351,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.25,42.71667,Yes,,Total,"Sept, live","Don't include ""other species""",
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Warmed_Var,,,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.25,42.71667,Yes,,Total,"Sept, live","Just measure the height of ""live"" for each species, from the x-axis to the top of the live section",
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Ambient_Mean,,197.297,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.25,42.71667,Yes,,Total,"Sept, live",Leave variation blank,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Ambient_Var,,,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.25,42.71667,Yes,,Total,"Sept, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Warmed_Mean,,297.297,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.25,42.71667,Yes,,Total,"Sept, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Warmed_Var,,,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.25,42.71667,Yes,,Total,"Sept, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Ambient_Mean,,432.432,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.25,42.71667,Yes,,Total,"Sept, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Ambient_Var,,,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.25,42.71667,Yes,,Total,"Sept, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Warmed_Mean,,581.081,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.25,42.71667,Yes,,Total,"Sept, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Warmed_Var,,,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.25,42.71667,Yes,,Total,"Sept, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Ambient_Mean,,729.73,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.25,42.71667,Yes,,Total,"Sept, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Ambient_Var,,,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.25,42.71667,Yes,,Total,"Sept, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Warmed_Mean,,43.243,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.33,42.71667,Yes,,Total,"Oct, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Warmed_Var,,,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.33,42.71667,Yes,,Total,"Oct, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Ambient_Mean,,27.027,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.33,42.71667,Yes,,Total,"Oct, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Ambient_Var,,,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.33,42.71667,Yes,,Total,"Oct, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Warmed_Mean,,108.108,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.33,42.71667,Yes,,Total,"Oct, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Warmed_Var,,,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.33,42.71667,Yes,,Total,"Oct, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Ambient_Mean,,137.838,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.33,42.71667,Yes,,Total,"Oct, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Ambient_Var,,,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.33,42.71667,Yes,,Total,"Oct, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Warmed_Mean,,345.946,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.33,42.71667,Yes,,Total,"Oct, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Warmed_Var,,,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.33,42.71667,Yes,,Total,"Oct, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Ambient_Mean,,454.054,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.33,42.71667,Yes,,Total,"Oct, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig5,Biomass_above,mean_SE,,g/m^2,Ambient_Var,,,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.33,42.71667,Yes,,Total,"Oct, live",,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Mean,,48.871,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.083,42.71667,Yes,,,Jul,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Var,,0.806,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.083,42.71667,Yes,,,Jul,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Mean,,45,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.083,42.71667,Yes,,,Jul,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Var,,1.29,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.083,42.71667,Yes,,,Jul,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Mean,,64.677,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.083,42.71667,Yes,,,Jul,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Var,,1.613,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.083,42.71667,Yes,,,Jul,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Mean,,61.613,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.083,42.71667,Yes,,,Jul,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Var,,1.613,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.083,42.71667,Yes,,,Jul,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Mean,,61.774,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.083,42.71667,Yes,,,Jul,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Var,,1.774,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.083,42.71667,Yes,,,Jul,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Mean,,53.387,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.083,42.71667,Yes,,,Jul,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Var,,1.613,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.083,42.71667,Yes,,,Jul,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Mean,,51.333,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.16,42.71667,Yes,,,Aug,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Var,,0.833,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.16,42.71667,Yes,,,Aug,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Mean,,47.833,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.16,42.71667,Yes,,,Aug,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Var,,1.333,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.16,42.71667,Yes,,,Aug,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Mean,,70.333,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.16,42.71667,Yes,,,Aug,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Var,,2.333,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.16,42.71667,Yes,,,Aug,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Mean,,63.333,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.16,42.71667,Yes,,,Aug,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Var,,2.333,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.16,42.71667,Yes,,,Aug,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Mean,,63.167,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.16,42.71667,Yes,,,Aug,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Var,,1.833,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.16,42.71667,Yes,,,Aug,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Mean,,54.333,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.16,42.71667,Yes,,,Aug,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Var,,1.667,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.16,42.71667,Yes,,,Aug,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Mean,,52.667,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.25,42.71667,Yes,,,Sept,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Var,,1.167,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.25,42.71667,Yes,,,Sept,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Mean,,47.667,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.25,42.71667,Yes,,,Sept,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Var,,1.333,Graminoid,Spartina,alterniflora,0.82,GrowingSeason_average,0.25,42.71667,Yes,,,Sept,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Mean,,62.667,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.25,42.71667,Yes,,,Sept,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Var,,3.167,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.25,42.71667,Yes,,,Sept,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Mean,,57.333,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.25,42.71667,Yes,,,Sept,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Var,,3.167,Graminoid,Spartina,patens,0.82,GrowingSeason_average,0.25,42.71667,Yes,,,Sept,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Mean,,55,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.25,42.71667,Yes,,,Sept,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Warmed_Var,,2.333,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.25,42.71667,Yes,,,Sept,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Mean,,48.167,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.25,42.71667,Yes,,,Sept,,
JA,57,Charles_2009_EcolApp,2006,Pub57_Fig6,Height,mean_SE,,mm,Ambient_Var,,2.167,Graminoid,Distichlis,spicata,0.82,GrowingSeason_average,0.25,42.71667,Yes,,,Sept,,
JA,58,Wookey_1993_Oikos,1991,Pub58_Fig3,Fruit_num,,,count/m^2,Warmed_Mean,,55.357,Ever_Shrub,Dryas,octopetala,3.5,GrowingSeason_average,0.17,78.93533,Yes,Svalbard,,"TDU, XXX","TDU=warmed, XXX=ambient",
JA,58,Wookey_1993_Oikos,1991,Pub58_Fig3,Fruit_num,,,count/m^2,Warmed_Var,,,Ever_Shrub,Dryas,octopetala,3.5,GrowingSeason_average,0.17,78.93533,Yes,Svalbard,,"TDU, XXX",Leave variation blank,
JA,58,Wookey_1993_Oikos,1991,Pub58_Fig3,Fruit_num,,,count/m^2,Ambient_Mean,,7.143,Ever_Shrub,Dryas,octopetala,3.5,GrowingSeason_average,0.17,78.93533,Yes,Svalbard,,"TDU, XXX",,
JA,58,Wookey_1993_Oikos,1991,Pub58_Fig3,Fruit_num,,,count/m^2,Ambient_Var,,,Ever_Shrub,Dryas,octopetala,3.5,GrowingSeason_average,0.17,78.93533,Yes,Svalbard,,"TDU, XXX",,
JA,58,Wookey_1993_Oikos,1991,Pub58_Fig3,Flower_num,,,count/m^2,Warmed_Mean,,250,Ever_Shrub,Dryas,octopetala,3.5,GrowingSeason_average,0.17,78.93533,Yes,Svalbard,,"TDU, XXX",,
JA,58,Wookey_1993_Oikos,1991,Pub58_Fig3,Flower_num,,,count/m^2,Warmed_Var,,,Ever_Shrub,Dryas,octopetala,3.5,GrowingSeason_average,0.17,78.93533,Yes,Svalbard,,"TDU, XXX",,
JA,58,Wookey_1993_Oikos,1991,Pub58_Fig3,Flower_num,,,count/m^2,Ambient_Mean,,146.875,Ever_Shrub,Dryas,octopetala,3.5,GrowingSeason_average,0.17,78.93533,Yes,Svalbard,,"TDU, XXX",,
JA,58,Wookey_1993_Oikos,1991,Pub58_Fig3,Flower_num,,,count/m^2,Ambient_Var,,,Ever_Shrub,Dryas,octopetala,3.5,GrowingSeason_average,0.17,78.93533,Yes,Svalbard,,"TDU, XXX",,
JA,58,Wookey_1993_Oikos,1991,Pub58_Fig5,Fruit_weight,,,g,Warmed_Mean,,0.267,Ever_Shrub,Empetrum,hermaphroditum,2.8,GrowingSeason_average,0.17,68.35,Yes,Swedish_Lapland,,"TDU, XXX",,
JA,58,Wookey_1993_Oikos,1991,Pub58_Fig5,Fruit_weight,,,g,Warmed_Var,,,Ever_Shrub,Empetrum,hermaphroditum,2.8,GrowingSeason_average,0.17,68.35,Yes,Swedish_Lapland,,"TDU, XXX",,
JA,58,Wookey_1993_Oikos,1991,Pub58_Fig5,Fruit_weight,,,g,Ambient_Mean,,0.26,Ever_Shrub,Empetrum,hermaphroditum,2.8,GrowingSeason_average,0.17,68.35,Yes,Swedish_Lapland,,"TDU, XXX",,
JA,58,Wookey_1993_Oikos,1991,Pub58_Fig5,Fruit_weight,,,g,Ambient_Var,,,Ever_Shrub,Empetrum,hermaphroditum,2.8,GrowingSeason_average,0.17,68.35,Yes,Swedish_Lapland,,"TDU, XXX",,
JA,58,Wookey_1993_Oikos,1991,Pub58_Fig5,Fruit_num,,,count/m^2,Warmed_Mean,,400,Ever_Shrub,Empetrum,hermaphroditum,2.8,GrowingSeason_average,0.17,68.35,Yes,Swedish_Lapland,,"TDU, XXX",,
JA,58,Wookey_1993_Oikos,1991,Pub58_Fig5,Fruit_num,,,count/m^2,Warmed_Var,,,Ever_Shrub,Empetrum,hermaphroditum,2.8,GrowingSeason_average,0.17,68.35,Yes,Swedish_Lapland,,"TDU, XXX",,
JA,58,Wookey_1993_Oikos,1991,Pub58_Fig5,Fruit_num,,,count/m^2,Ambient_Mean,,570.833,Ever_Shrub,Empetrum,hermaphroditum,2.8,GrowingSeason_average,0.17,68.35,Yes,Swedish_Lapland,,"TDU, XXX",,
JA,58,Wookey_1993_Oikos,1991,Pub58_Fig5,Fruit_num,,,count/m^2,Ambient_Var,,,Ever_Shrub,Empetrum,hermaphroditum,2.8,GrowingSeason_average,0.17,68.35,Yes,Swedish_Lapland,,"TDU, XXX",,
JA,60,Chapin_1996_Ecology,1981,Pub60_Fig1,Biomass_above,mean_SE,,g/m^2,Warmed_Mean,,175,Graminoid,Eriophorum,vaginatum,3.5,GrowingSeason_average,2.083,68.63333,No,,Total,1983,Apical,"Measure height of apical, leave variation blank"
JA,60,Chapin_1996_Ecology,1981,Pub60_Fig1,Biomass_above,mean_SE,,g/m^2,Warmed_Var,,,Graminoid,Eriophorum,vaginatum,3.5,GrowingSeason_average,2.083,68.63333,No,,Total,1983,Apical,"(error bars here are for belowground and aboveground combined, so it wouldn't be accurate for just aboveground)"
JA,60,Chapin_1996_Ecology,1981,Pub60_Fig1,Biomass_above,mean_SE,,g/m^2,Ambient_Mean,,143.75,Graminoid,Eriophorum,vaginatum,3.5,GrowingSeason_average,2.083,68.63333,No,,Total,1983,Apical,
JA,60,Chapin_1996_Ecology,1981,Pub60_Fig1,Biomass_above,mean_SE,,g/m^2,Ambient_Var,,,Graminoid,Eriophorum,vaginatum,3.5,GrowingSeason_average,2.083,68.63333,No,,Total,1983,Apical,
JA,60,Chapin_1996_Ecology,1981,Pub60_Fig1,Biomass_below,mean_SE,,g/m^2,Warmed_Mean,,63.75,Graminoid,Eriophorum,vaginatum,3.5,GrowingSeason_average,2.083,68.63333,No,,Stem_Rhizome,1983,Below,"Measure the height of just the belowground mass, leave variation blank"
JA,60,Chapin_1996_Ecology,1981,Pub60_Fig1,Biomass_below,mean_SE,,g/m^2,Warmed_Var,,,Graminoid,Eriophorum,vaginatum,3.5,GrowingSeason_average,2.083,68.63333,No,,Stem_Rhizome,1983,Below,
JA,60,Chapin_1996_Ecology,1981,Pub60_Fig1,Biomass_below,mean_SE,,g/m^2,Ambient_Mean,,63.75,Graminoid,Eriophorum,vaginatum,3.5,GrowingSeason_average,2.083,68.63333,No,,Stem_Rhizome,1983,Below,
